year,number_routes,mean_fare_route_quarter,sd_fare_route_quarter,mean_passengers_route_quarter,total_passengers,total_flights,mean_distance_route_quarter,pct_flights_on_time,pct_flights_late,sd_pct_flights_late_route_quarter,pct_flights_cancelled,sd_pct_flights_cancelled_route_quarter
2011,128,150.29908947071996,30.461293572823337,24235.836104513062,10203287,84714,1002.2636579572447,79.88957532822586,20.11042467177414,9.529781595411722,0.7019029992690009,1.2532409941002136
2012,166,150.56520116327167,32.06030191066516,20873.64767932489,9894109,78130,966.5485232067509,78.33202120439522,21.667978795604785,10.151067290445983,0.3109206266536954,1.0954348494262647
2013,180,137.30758394351568,32.67666147857349,16874.993079584765,9753746,74074,882.7612456747404,73.42447837791246,26.57552162208754,13.509414661586522,0.37663121970513563,0.9869159311523219
2014,264,124.49182200280399,33.768170910909404,14886.248618784552,10777644,80868,874.2817679558011,74.818211983954,25.181788016046003,15.04853975877119,0.41361610437305846,1.4756257184814885
2015,270,99.85365195011295,27.73032443586419,13384.756501182028,11323504,83417,957.1477541371161,73.74709217990929,26.25290782009072,13.10983963326102,0.6596368599006489,1.5765193403599869
2016,362,91.52083883461617,25.6984205974242,11962.866847826099,13207005,88677,1027.6403985507247,76.90345221687203,23.09654778312797,12.15883203208122,1.232265902631217,2.115436836498793
2017,456,85.83828168864284,39.24227855946262,12360.412897822443,14758333,94697,1089.530988274707,79.08117599294197,20.91882400705804,9.860380202205144,0.87308037276649475,1.702421445755586
2018,743,66.97236763137526,21.287242799954015,8706.662195727778,17526511,111276,1028.6328862394435,70.76107773935591,29.23892226064409,13.028323770260675,1.8822215430523843,3.061041649731321
2019,611,68.7515953667394,21.359215442606043,9264.201485148515,18713687,115440,1022.9589108910889,74.43075814172857,25.56924185827143,11.56018794473243,1.6218787124576843,2.418917648559139
